sensor,ts_ns,x,y,z,w
gyr,927641250634492,-0.24617869,-0.22174409,0.27000242,0.0
acc,927641252632851,-1.115698,2.813187,9.662998,0.0
gyr,927641252632851,-0.27183503,-0.2443461,0.25350907,0.0
acc,927641254631875,-1.0630256,2.6910827,9.694122,0.0
gyr,927641254631875,-0.32742378,-0.25778514,0.23579398,0.0
acc,927641256631210,-1.0342951,2.5761611,9.737218,0.0
gyr,927641256631210,-0.38606682,-0.27672195,0.21563543,0.0
acc,927641258631015,-1.0295067,2.4612393,9.794679,0.0
rotVec,927641258631015,0.1786457,0.068859376,0.12465974,0.9735523
linAcc,927641258631015,-0.15145308,-1.1182845,0.7069721,0.0
gyr,927641258631015,-0.44348818,-0.29016098,0.19364429,0.0
acc,927641260629531,-1.0366893,2.360683,9.871294,0.0
gyr,927641260629531,-0.50518554,-0.30115658,0.17348573,0.0
acc,927641262628906,-1.0726024,2.2601264,9.986216,0.0
gyr,927641262628906,-0.5656612,-0.31520647,0.15454891,0.0
acc,927641264628125,-1.1348516,2.15957,10.117896,0.0
gyr,927641264628125,-0.6261369,-0.32498032,0.13439035,0.0
acc,927641266628710,-1.1923125,2.0614076,10.287885,0.0
rotVec,927641266628710,0.1764757,0.067528665,0.12534912,0.9739528
linAcc,927641266628710,-0.33621818,-1.4757268,1.1815033,0.0
gyr,927641266628710,-0.68416905,-0.32742378,0.115453534,0.0
acc,927641268629062,-1.2737153,1.9847932,10.46745,0.0
gyr,927641268629062,-0.74097955,-0.33292156,0.100792766,0.0
acc,927641270629453,-1.30484,1.9536686,10.575189,0.0
gyr,927641270629453,-0.79290307,-0.33353242,0.08674286,0.0
acc,927641272628554,-1.3718776,1.8938135,10.793061,0.0
gyr,927641272628554,-0.8155051,-0.32925636,0.080634214,0.0
acc,927641274628046,-1.4460979,1.8267759,11.0061455,0.0
rotVec,927641274628046,0.17351283,0.06591196,0.1256624,0.9745552
linAcc,927641274628046,-0.6138897,-1.6522409,1.8751945,0.0
gyr,927641274628046,-0.8576548,-0.321926,0.07086037,0.0
acc,927641276627890,-1.5179238,1.7788919,11.226412,0.0
gyr,927641276627890,-0.8943067,-0.312763,0.062308256,0.0
acc,927641278627539,-1.5753847,1.7357962,11.45865,0.0
gyr,927641278627539,-0.9260717,-0.2968805,0.05681047,0.0
acc,927641280627109,-1.6160861,1.70946,11.712435,0.0
gyr,927641280627109,-0.947452,-0.2761111,0.053145275,0.0
acc,927641282627187,-1.6543933,1.685518,11.9374895,0.0
rotVec,927641282627187,0.17007321,0.064431526,0.12704246,0.97508156
linAcc,927641282627187,-0.8459434,-1.7276039,2.7795753,0.0
gyr,927641282627187,-0.9627236,-0.25717425,0.04886922,0.0
acc,927641284627617,-1.6759412,1.6591818,12.150574,0.0
gyr,927641284627617,-0.97310835,-0.23457226,0.047647487,0.0
acc,927641286627226,-1.685518,1.6519991,12.375628,0.0
gyr,927641286627226,-0.9755518,-0.21319197,0.047647487,0.0
acc,927641288626601,-1.685518,1.6328455,12.591106,0.0
gyr,927641288626601,-0.9633345,-0.19303341,0.04886922,0.0
acc,927641290626210,-1.673547,1.6232687,12.703634,0.0
rotVec,927641290626210,0.16642044,0.06303047,0.1273264,0.9757661
linAcc,927641290626210,-0.8828706,-1.7190901,3.5181103,0.0
gyr,927641290626210,-0.94989544,-0.17715092,0.048258353,0.0
acc,927641292626445,-1.6591818,1.6256629,12.91193,0.0
gyr,927641292626445,-0.93767816,-0.1685988,0.049480084,0.0
acc,927641294626640,-1.6448165,1.6304513,13.101071,0.0
gyr,927641294626640,-0.9114109,-0.15821409,0.05131268,0.0
acc,927641296625781,-1.6304513,1.6472107,13.275848,0.0
gyr,927641296625781,-0.874759,-0.15149458,0.05131268,0.0
acc,927641298625429,-1.6160861,1.661576,13.426683,0.0
rotVec,927641298625429,0.16293101,0.061889485,0.12764344,0.97638637
linAcc,927641298625429,-0.8387919,-1.6135197,4.215823,0.0
gyr,927641298625429,-0.8332202,-0.14721853,0.055588737,0.0
acc,927641300624726,-1.5897499,1.6831238,13.560759,0.0
gyr,927641300624726,-0.7819075,-0.14049901,0.05681047,0.0
acc,927641302624414,-1.553837,1.7142484,13.656527,0.0
gyr,927641302624414,-0.7281514,-0.13622294,0.06291912,0.0
acc,927641304623671,-1.5275006,1.7477672,13.706804,0.0
gyr,927641304623671,-0.6658431,-0.12767084,0.06536258,0.0
acc,927641306623203,-1.5107412,1.7669208,13.723564,0.0
rotVec,927641306623203,0.15974678,0.06179136,0.13324879,0.9761699
linAcc,927641306623203,-0.7451792,-1.4530656,4.4923134,0.0
gyr,927641306623203,-0.59681535,-0.116675265,0.07086037,0.0
gyr,927641308622382,-0.52656585,-0.10567969,0.07696902,0.0
acc,927641308622382,-1.5011644,1.7908629,13.704411,0.0
acc,927641310622734,-1.4987702,1.8243817,13.666103,0.0
gyr,927641310622734,-0.45204028,-0.089186326,0.08552113,0.0
acc,927641312622578,-1.4987702,1.8387469,13.627796,0.0
gyr,927641312622578,-0.41233405,-0.081855945,0.09101892,0.0
acc,927641314622070,-1.4820108,1.8794483,13.520057,0.0
rotVec,927641314622070,0.15787879,0.06109071,0.1336251,0.97646636
linAcc,927641314622070,-0.72579145,-1.3043119,4.2754803,0.0
gyr,927641314622070,-0.33353242,-0.058643065,0.10140363,0.0
acc,927641316621562,-1.4532804,1.9153614,13.369223,0.0
gyr,927641316621562,-0.25717425,-0.037873644,0.11056661,0.0
acc,927641318621875,-1.4149733,1.9393034,13.192051,0.0
gyr,927641318621875,-0.18020524,-0.015271631,0.12217305,0.0
acc,927641320621093,-1.376666,1.9656396,12.988544,0.0
gyr,927641320621093,-0.10323623,0.01160644,0.13316862,0.0
acc,927641322621367,-1.3215994,1.99437,12.770672,0.0
rotVec,927641322621367,0.15681818,0.061441813,0.13809614,0.97599304
linAcc,927641322621367,-0.57019824,-1.1739295,3.5203934,0.0
gyr,927641322621367,-0.029321533,0.03481932,0.14538592,0.0
acc,927641324621171,-1.2761095,2.006341,12.528857,0.0
gyr,927641324621171,0.03726278,0.062308256,0.15882497,0.0
acc,927641326621601,-1.2210429,2.0159178,12.270284,0.0
gyr,927641326621601,0.10262536,0.08368854,0.17104226,0.0
acc,927641328621914,-1.1587936,2.0039468,12.006922,0.0
gyr,927641328621914,0.16249016,0.108123146,0.18081611,0.0
acc,927641330622421,-1.0989386,1.982399,11.750742,0.0
rotVec,927641330622421,0.15708505,0.06165875,0.138765,0.9758416
linAcc,927641330622421,-0.34635144,-1.1919394,2.5026302,0.0
gyr,927641330622421,0.2144137,0.12522738,0.19058995,0.0
acc,927641332622500,-1.0702082,1.9632454,11.621455,0.0
gyr,927641332622500,0.25961772,0.1337795,0.19547687,0.0
acc,927641334623125,-1.0127473,1.9201498,11.370064,0.0
gyr,927641334623125,0.27977628,0.14782938,0.20158553,0.0
acc,927641336623164,-0.94570965,1.8818425,11.154586,0.0
gyr,927641336623164,0.312763,0.15699236,0.20708331,0.0
acc,927641338623593,-0.89064306,1.8363527,10.948685,0.0
rotVec,927641338623593,0.15809658,0.062232193,0.13956332,0.9755279
linAcc,927641338623593,-0.13269192,-1.3589083,1.7082186,0.0
gyr,927641338623593,0.33658674,0.16371189,0.2125811,0.0
acc,927641340624414,-0.8451532,1.7980455,10.757148,0.0
gyr,927641340624414,0.35185838,0.1685988,0.2144137,0.0
acc,927641342625117,-0.80684596,1.7357962,10.556035,0.0
gyr,927641342625117,0.36163223,0.1704314,0.21563543,0.0
acc,927641344625273,-0.79008657,1.6927006,10.371682,0.0
gyr,927641344625273,0.36346483,0.17715092,0.21563543,0.0
acc,927641346625937,-0.79487497,1.6472107,10.187328,0.0
rotVec,927641346625937,0.15932792,0.0632255,0.1420618,0.9749029
linAcc,927641346625937,-0.029871702,-1.5754739,0.9569731,0.0
gyr,927641346625937,0.35918877,0.1826487,0.21624629,0.0
acc,927641348626367,-0.79008657,1.6065093,10.014946,0.0
gyr,927641348626367,0.34208453,0.18875736,0.21685717,0.0
acc,927641350627500,-0.79966336,1.5873557,9.844957,0.0
gyr,927641350627500,0.32375857,0.20341812,0.21685717,0.0
acc,927641352627773,-0.80924016,1.5705963,9.768343,0.0
gyr,927641352627773,0.29749137,0.21502456,0.21502456,0.0
acc,927641354629140,-0.8331822,1.5658079,9.634268,0.0
rotVec,927641354629140,0.16055986,0.06404568,0.14294742,0.9745177
linAcc,927641354629140,-0.05920148,-1.6826175,0.41368866,0.0
gyr,927641354629140,0.28160888,0.22113322,0.21380283,0.0
acc,927641356630078,-0.8690952,1.5753847,9.495404,0.0
gyr,927641356630078,0.2510656,0.23457226,0.2144137,0.0
acc,927641358630625,-0.91219085,1.5921441,9.392453,0.0
gyr,927641358630625,0.21502456,0.25289822,0.21135938,0.0
acc,927641360630742,-0.9624691,1.6184803,9.303867,0.0
gyr,927641360630742,0.1777618,0.2687807,0.20952678,0.0
acc,927641362630507,-1.0151415,1.6639702,9.241618,0.0
rotVec,927641362630507,0.1613196,0.06513551,0.14472534,0.97405756
linAcc,927641362630507,-0.2286737,-1.6028473,0.028596878,0.0
gyr,927641362630507,0.13622294,0.28405234,0.20586158,0.0
acc,927641364630234,-1.0821792,1.7190368,9.205706,0.0
gyr,927641364630234,0.095294975,0.2968805,0.20647246,0.0
acc,927641366629843,-1.151611,1.7645266,9.193734,0.0
gyr,927641366629843,0.05375614,0.31031954,0.20525073,0.0
acc,927641368629492,-1.2330139,1.8052281,9.184157,0.0
gyr,927641368629492,0.015882496,0.31948254,0.20158553,0.0
acc,927641370628828,-1.3024458,1.8531121,9.193734,0.0
rotVec,927641370628828,0.16149087,0.066225916,0.14569876,0.97381043
linAcc,927641370628828,-0.49903655,-1.4205543,-0.015394211,0.0
gyr,927641370628828,-0.022602014,0.32620203,0.2003638,0.0
acc,927641372628437,-1.3575124,1.8842367,9.210494,0.0
gyr,927641372628437,-0.056199603,0.32986724,0.19853121,0.0
acc,927641374628046,-1.3838485,1.8962077,9.224859,0.0
gyr,927641374628046,-0.07391469,0.33108896,0.19792034,0.0
acc,927641376627500,-1.448492,1.9273324,9.260772,0.0
gyr,927641376627500,-0.106901415,0.33536503,0.19730948,0.0
acc,927641378626914,-1.5131354,1.9560628,9.306262,0.0
rotVec,927641378626914,0.16109787,0.06734731,0.14670251,0.97364795
linAcc,927641378626914,-0.6905711,-1.3141146,0.09758568,0.0
gyr,927641378626914,-0.13255776,0.3378085,0.19730948,0.0
acc,927641380626406,-1.5993267,1.970428,9.368511,0.0
gyr,927641380626406,-0.15821409,0.34330627,0.2003638,0.0
acc,927641382625234,-1.6831238,1.9800048,9.435549,0.0
gyr,927641382625234,-0.18020524,0.344528,0.20341812,0.0
acc,927641384624804,-1.7525556,1.99437,9.526528,0.0
gyr,927641384624804,-0.19730948,0.34330627,0.20647246,0.0
acc,927641386625039,-1.8267759,1.9919758,9.624691,0.0
rotVec,927641386625039,0.15983601,0.06852501,0.14792132,0.9735893
linAcc,927641386625039,-0.9819906,-1.2589471,0.411211,0.0
gyr,927641386625039,-0.20586158,0.33964106,0.21013765,0.0
acc,927641388625234,-1.8914193,1.9847932,9.727641,0.0
gyr,927641388625234,-0.21563543,0.3323107,0.2144137,0.0
acc,927641390624570,-1.9560628,1.9728222,9.830592,0.0
gyr,927641390624570,-0.21991149,0.32620203,0.21991149,0.0
acc,927641392624101,-2.006341,1.9560628,9.931149,0.0
gyr,927641392624101,-0.2180789,0.31887165,0.226631,0.0
acc,927641394623203,-2.030283,1.9440918,9.97185,0.0
rotVec,927641394623203,0.15811677,0.069646284,0.1489866,0.97362804
linAcc,927641394623203,-1.1623495,-1.27883,0.75068665,0.0
gyr,927641394623203,-0.2125811,0.31642818,0.22968534,0.0
acc,927641396622265,-2.078167,1.9201498,10.06283,0.0
gyr,927641396622265,-0.21135938,0.3109304,0.23823744,0.0
acc,927641398620625,-2.1068976,1.9081788,10.156203,0.0
gyr,927641398620625,-0.19730948,0.30665436,0.24495697,0.0
acc,927641400618671,-2.1332338,1.8842367,10.228029,0.0
gyr,927641400618671,-0.18142697,0.30604348,0.25289822,0.0
acc,927641402617226,-2.1619642,1.8722657,10.309433,0.0
rotVec,927641402617226,0.15645614,0.07077501,0.15046722,0.97358716
linAcc,927641402617226,-1.2722242,-1.3241731,1.0811329,0.0
gyr,927641402617226,-0.15760323,0.30604348,0.26206118,0.0
acc,927641404617539,-2.1859062,1.8746599,10.3692875,0.0
gyr,927641404617539,-0.13500121,0.30604348,0.27183503,0.0
acc,927641406618164,-2.2122424,1.8770541,10.405201,0.0
gyr,927641406618164,-0.105068825,0.30298916,0.28344148,0.0
acc,927641408615494,-2.231396,1.8722657,10.426748,0.0
gyr,927641408618242,-0.07574729,0.30604348,0.29443705,0.0
acc,927641410618085,-2.2361844,1.8626889,10.426748,0.0
rotVec,927641410618085,0.15526043,0.07186307,0.15171969,0.9735046
linAcc,927641410618085,-1.3260691,-1.3156422,1.1941814,0.0
gyr,927641410618085,-0.04153884,0.30787608,0.30604348,0.0
acc,927641412617968,-2.2290018,1.8674773,10.429143,0.0
gyr,927641412617968,-0.004886922,0.30604348,0.31703907,0.0
acc,927641414617851,-2.2266076,1.8650831,10.419566,0.0
gyr,927641414617851,0.03359759,0.30543262,0.32803464,0.0
acc,927641416616796,-2.219425,1.8626889,10.374076,0.0
gyr,927641416616796,0.05497787,0.30665436,0.3359759,0.0
acc,927641418615195,-2.2026656,1.8794483,10.3214035,0.0
gyr,927641418615195,0.095294975,0.3042109,0.344528,0.0
rotVec,927641418615195,0.15459125,0.07302382,0.15310256,0.97330815
linAcc,927641418615195,-1.2728703,-1.2909447,1.088068,0.0
acc,927641420613828,-2.1883004,1.8890251,10.2495775,0.0
gyr,927641420613828,0.13255776,0.3023783,0.35796702,0.0
acc,927641422613281,-2.15957,1.9081788,10.172963,0.0
gyr,927641422613281,0.1740966,0.2932153,0.36774087,0.0
acc,927641424611718,-2.1188686,1.9177556,10.103531,0.0
gyr,927641424611718,0.21685717,0.28710666,0.37873647,0.0
acc,927641426610625,-2.078167,1.9321208,10.005369,0.0
rotVec,927641426610625,0.15419377,0.07443067,0.15545176,0.9728921
linAcc,927641426610625,-1.1280338,-1.2370803,0.77369595,0.0
gyr,927641426610625,0.25717425,0.27550024,0.38789943,0.0
acc,927641428609765,-2.0278888,1.9201498,9.888053,0.0
gyr,927641428609765,0.2968805,0.26450464,0.39706242,0.0
acc,927641430609726,-1.9847932,1.9081788,9.744401,0.0
gyr,927641430609726,0.3323107,0.25228736,0.40439278,0.0
acc,927641432608359,-1.9321208,1.9129672,9.588778,0.0
gyr,927641432608359,0.3659083,0.23884831,0.4129449,0.0
acc,927641434607187,-1.8794483,1.8962077,9.435549,0.0
rotVec,927641434607187,0.15383086,0.075828515,0.15692228,0.9726055
linAcc,927641434607187,-0.9063982,-1.2716528,0.20580292,0.0
gyr,927641434607187,0.40133846,0.22418754,0.41905355,0.0
acc,927641436606562,-1.8602947,1.8914193,9.354146,0.0
gyr,927641436606562,0.41599923,0.21868975,0.42149702,0.0
acc,927641438607148,-1.8195933,1.8746599,9.174581,0.0
gyr,927641438607148,0.4447099,0.20586158,0.42577308,0.0
acc,927641440606914,-1.7812861,1.8531121,8.990228,0.0
gyr,927641440606914,0.46670106,0.19303341,0.43188173,0.0
acc,927641442605976,-1.7357962,1.8459295,8.825027,0.0
rotVec,927641442605976,0.15284836,0.0775131,0.1588109,0.97232103
linAcc,927641442605976,-0.73368144,-1.310392,-0.4055624,0.0
gyr,927641442605976,0.4868596,0.18203785,0.4361578,0.0
gyr,927641444606367,0.5027421,0.1685988,0.43982297,0.0
acc,927641444606367,-1.7046716,1.8243817,8.635885,0.0
acc,927641446607031,-1.673547,1.8171991,8.456321,0.0
gyr,927641446607031,0.5149594,0.15699236,0.44104472,0.0
acc,927641448606640,-1.6424223,1.8052281,8.288726,0.0
gyr,927641448606640,0.5204572,0.14355333,0.44348818,0.0
acc,927641450606835,-1.6184803,1.8028339,8.1402855,0.0
rotVec,927641450606835,0.15082167,0.079421155,0.16004512,0.97228116
linAcc,927641450606835,-0.5773784,-1.3225857,-1.0965023,0.0
gyr,927641450606835,0.5222898,0.12767084,0.44593164,0.0
acc,927641452606523,-1.5993267,1.7932571,7.97748,0.0
gyr,927641452606523,0.5216789,0.1142318,0.44532076,0.0
acc,927641454607187,-1.5825673,1.7980455,7.833828,0.0
gyr,927641454607187,0.516792,0.10140363,0.44898596,0.0
acc,927641456607343,-1.5729905,1.8076223,7.7667904,0.0
gyr,927641456607343,0.51251596,0.09285152,0.44715336,0.0
acc,927641458607148,-1.553837,1.8171991,7.6255326,0.0
rotVec,927641458607148,0.14749154,0.08163278,0.16109805,0.972435
linAcc,927641458607148,-0.4629066,-1.2537893,-1.6237531,0.0
gyr,927641458607148,0.5021312,0.077579886,0.44776422,0.0
acc,927641460606601,-1.5466543,1.8171991,7.4962454,0.0
gyr,927641460606601,0.48930305,0.06291912,0.44776422,0.0
acc,927641462606679,-1.5346833,1.8363527,7.381324,0.0
gyr,927641462606679,0.46975538,0.047647487,0.44593164,0.0
acc,927641464606757,-1.5227122,1.8459295,7.290344,0.0
gyr,927641464606757,0.44837508,0.03359759,0.4447099,0.0
acc,927641466606523,-1.5131354,1.8650831,7.204153,0.0
rotVec,927641466606523,0.14572349,0.08320221,0.1624389,0.9723455
linAcc,927641466606523,-0.39066374,-1.1790749,-2.0502272,0.0
gyr,927641466606523,0.42821655,0.017715093,0.44104472,0.0
acc,927641468606445,-1.5155296,1.8890251,7.1155677,0.0
gyr,927641468606445,0.40317106,0.004886922,0.43982297,0.0
acc,927641470605625,-1.5035586,1.922544,7.0581064,0.0
gyr,927641470605625,0.376293,-0.008552114,0.43554693,0.0
acc,927641472605468,-1.520318,1.9536686,7.0126166,0.0
gyr,927641472605468,0.35124752,-0.019547688,0.43249258,0.0
acc,927641474604960,-1.5179238,1.982399,6.969521,0.0
rotVec,927641474604960,0.14532343,0.08400589,0.16375646,0.9721152
linAcc,927641474604960,-0.38298535,-1.0582044,-2.2845073,0.0
gyr,927641474604960,0.32253686,-0.031154128,0.42943826,0.0
acc,927641476604921,-1.5155296,1.9919758,6.9479733,0.0
gyr,927641476604921,0.29565877,-0.04153884,0.42577308,0.0
acc,927641478604257,-1.5131354,2.0231004,6.9264255,0.0
gyr,927641478604257,0.28160888,-0.049480084,0.42332962,0.0
acc,927641480604257,-1.5011644,2.0638018,6.9288197,0.0
gyr,927641480604257,0.25411993,-0.06169739,0.42088616,0.0
acc,927641482604453,-1.5035586,2.087744,6.9407907,0.0
rotVec,927641482604453,0.14580008,0.08414159,0.16518289,0.9717908
linAcc,927641482604453,-0.37217832,-0.9638095,-2.3100677,0.0
gyr,927641482604453,0.22602014,-0.07574729,0.4184427,0.0
acc,927641484603945,-1.4915876,2.1068976,6.969521,0.0
gyr,927641484603945,0.19975294,-0.08857546,0.41233405,0.0
acc,927641486603789,-1.4867992,2.1284454,7.019799,0.0
gyr,927641486603789,0.17654006,-0.1020145,0.4092797,0.0
acc,927641488603125,-1.4748282,2.1619642,7.074866,0.0
gyr,927641488603125,0.15393804,-0.11728613,0.40744713,0.0
acc,927641490602656,-1.4700398,2.183512,7.1347213,0.0
rotVec,927641490602656,0.14673668,0.08365337,0.1666638,0.97143894
linAcc,927641490602656,-0.35583878,-0.8857286,-2.112371,0.0
gyr,927641490602656,0.13255776,-0.12889257,0.40500367,0.0
acc,927641492602304,-1.460463,2.2146366,7.228095,0.0
gyr,927641492602304,0.1142318,-0.14355333,0.4025602,0.0
acc,927641494602304,-1.4437037,2.2457612,7.314286,0.0
gyr,927641494602304,0.09773844,-0.15760323,0.40317106,0.0
acc,927641496602070,-1.436521,2.2601264,7.357382,0.0
gyr,927641496602070,0.08735373,-0.16615535,0.4025602,0.0
acc,927641498602812,-1.4221559,2.27928,7.4483614,0.0
rotVec,927641498602812,0.14739029,0.08290937,0.16810691,0.9711551
linAcc,927641498602812,-0.3289001,-0.8015082,-1.79739,0.0
gyr,927641498602812,0.08246681,-0.172264,0.40194935,0.0
acc,927641500602617,-1.4101849,2.3056161,7.5441294,0.0
gyr,927641500602617,0.07513642,-0.18142697,0.40133846,0.0
acc,927641502602070,-1.3958195,2.3223755,7.644686,0.0
gyr,927641502602070,0.073303826,-0.19181168,0.40378192,0.0
acc,927641504601796,-1.3790601,2.3343468,7.7452426,0.0
gyr,927641504601796,0.07452556,-0.19853121,0.40500367,0.0
acc,927641506602265,-1.3599066,2.3415294,7.8386164,0.0
rotVec,927641506602265,0.14793997,0.08201032,0.16960195,0.9708879
linAcc,927641506602265,-0.29035556,-0.748394,-1.4068594,0.0
gyr,927641506602265,0.07452556,-0.21013765,0.40561453,0.0
acc,927641508602343,-1.328782,2.348712,7.9152308,0.0
gyr,927641508602343,0.0842994,-0.21746802,0.408058,0.0
acc,927641510601992,-1.3120226,2.3535004,7.989451,0.0
gyr,927641510601992,0.096516706,-0.22724187,0.4098906,0.0
acc,927641512601484,-1.3000516,2.3535004,8.0445175,0.0
gyr,927641512601484,0.108123146,-0.23945917,0.4111123,0.0
acc,927641514601875,-1.2689269,2.3558946,8.09719,0.0
rotVec,927641514601875,0.14857832,0.08096181,0.1710266,0.97062844
linAcc,927641514601875,-0.22602904,-0.7442024,-1.1479254,0.0
gyr,927641514601875,0.124005646,-0.25167647,0.4129449,0.0
acc,927641516601367,-1.2497733,2.3558946,8.145074,0.0
gyr,927641516601367,0.14172074,-0.26450464,0.41416663,0.0
acc,927641518600742,-1.2354081,2.360683,8.159439,0.0
gyr,927641518600742,0.14966199,-0.26939157,0.41355577,0.0
acc,927641520600820,-1.2234371,2.3654714,8.176199,0.0
gyr,927641520600820,0.1704314,-0.28221974,0.41416663,0.0
acc,927641522599882,-1.2114661,2.3702598,8.178593,0.0
rotVec,927641522599882,0.14944603,0.07981179,0.1726347,0.97030574
linAcc,927641522599882,-0.19859087,-0.74407005,-1.0650768,0.0
gyr,927641522599882,0.18875736,-0.29749137,0.41538838,0.0
acc,927641524598281,-1.1875241,2.3774424,8.178593,0.0
gyr,927641524598281,0.21013765,-0.30787608,0.41416663,0.0
acc,927641526597421,-1.1683705,2.3918076,8.159439,0.0
gyr,927641526597421,0.23151793,-0.31764993,0.41355577,0.0
acc,927641528596367,-1.151611,2.4157495,8.147469,0.0
gyr,927641528596367,0.25228736,-0.32925636,0.41172317,0.0
acc,927641530595937,-1.1300632,2.4492683,8.118738,0.0
rotVec,927641530595937,0.15064979,0.0785024,0.17398167,0.9699858
linAcc,927641530595937,-0.15065509,-0.6846647,-1.121912,0.0
gyr,927641530595937,0.27000242,-0.3390302,0.41172317,0.0
acc,927641532594531,-1.1133038,2.4899697,8.094796,0.0
gyr,927641532594531,0.29138273,-0.3494149,0.4111123,0.0
acc,927641534594765,-1.0845734,2.5210943,8.0445175,0.0
gyr,927641534594765,0.31031954,-0.3555236,0.4098906,0.0
acc,927641536594843,-1.0582372,2.5617957,7.9870567,0.0
gyr,927641536594843,0.32559118,-0.36285394,0.40866885,0.0
acc,927641538595156,-1.0486604,2.5737667,7.9631147,0.0
rotVec,927641538595156,0.15218407,0.07709896,0.17526713,0.96962744
linAcc,927641538595156,-0.10556662,-0.5854409,-1.2727051,0.0
gyr,927641538595156,0.3408628,-0.36896262,0.408058,0.0
acc,927641540594570,-1.0223241,2.6120741,7.93199,0.0
gyr,927641540594570,0.35002577,-0.37812558,0.4098906,0.0
acc,927641542593593,-0.9935937,2.6527755,7.8745294,0.0
gyr,927641542593593,0.3622431,-0.37995818,0.40561453,0.0
acc,927641544592187,-0.9720459,2.7030537,7.819463,0.0
gyr,927641544592187,0.3744604,-0.38728857,0.40561453,0.0
acc,927641546591875,-0.92655605,2.743755,7.759608,0.0
rotVec,927641546591875,0.15391576,0.075719565,0.17704922,0.96913886
linAcc,927641546591875,-0.021753192,-0.44481516,-1.4699502,0.0
gyr,927641546591875,0.38362336,-0.39645153,0.40561453,0.0
acc,927641548590781,-0.8810662,2.791639,7.69257,0.0
gyr,927641548590781,0.39278635,-0.40194935,0.40561453,0.0
acc,927641550589921,-0.82599956,2.834735,7.656657,0.0
gyr,927641550589921,0.39950588,-0.40378192,0.40439278,0.0
acc,927641552589492,-0.78050977,2.8802247,7.630321,0.0
gyr,927641552589492,0.40561453,-0.40378192,0.40317106,0.0
acc,927641554589335,-0.7517793,2.9281087,7.563283,0.0
rotVec,927641554589335,0.1558542,0.07419428,0.17825004,0.9687268
linAcc,927641554589335,0.11302948,-0.29249883,-1.6589823,0.0
gyr,927641554589335,0.40866885,-0.4092797,0.39828414,0.0
acc,927641556585455,-0.7254431,2.96881,7.4962454,0.0
gyr,927641556589648,0.41233405,-0.41599923,0.39584067,0.0
acc,927641558590351,-0.7038953,2.980781,7.465121,0.0
gyr,927641558590351,0.41233405,-0.42332962,0.39278635,0.0
acc,927641560590468,-0.6631939,2.9975405,7.3909006,0.0
gyr,927641560590468,0.4129449,-0.4288274,0.3903429,0.0
acc,927641562589882,-0.62488663,3.0190883,7.338228,0.0
rotVec,927641562589882,0.15761057,0.0731663,0.18276799,0.9676784
linAcc,927641562589882,0.19877952,-0.23453856,-1.8762102,0.0
gyr,927641562589882,0.41416663,-0.43493605,0.3866777,0.0
acc,927641564589140,-0.5722142,3.0382419,7.2831616,0.0
gyr,927641564589140,0.408058,-0.43860126,0.3830125,0.0
acc,927641566589218,-0.5386954,3.0454245,7.2328835,0.0
rotVec,927641566589218,0.15862168,0.072350174,0.18331459,0.9674712
linAcc,927641566589218,0.26386195,-0.22459793,-1.9776125,0.0
rotVec,927641568588554,0.15862168,0.072350174,0.18331459,0.9674712
linAcc,927641568588554,0.2854098,-0.21741533,-2.0422559,0.0
acc,927641568588554,-0.51714754,3.052607,7.16824,0.0
rotVec,927641570588125,0.15862168,0.072350174,0.18331459,0.9674712
linAcc,927641570588125,0.311746,-0.21502113,-2.0997167,0.0
acc,927641570588125,-0.49081135,3.0550013,7.1107793,0.0
gyr,927641566589218,0.40317106,-0.44593164,0.37751472,0.0
gyr,927641568588554,0.40011674,-0.45020768,0.37384954,0.0
gyr,927641570588125,0.3933972,-0.45631635,0.36835176,0.0
acc,927641572586835,-0.46686932,3.0334535,7.0700774,0.0
gyr,927641572586835,0.38240165,-0.45937067,0.3640757,0.0
acc,927641574586914,-0.4357447,3.0214825,7.0126166,0.0
gyr,927641574586914,0.37323865,-0.462425,0.35918877,0.0
acc,927641576585937,-0.4165911,3.004723,6.9623384,0.0
gyr,927641576585937,0.36346483,-0.46609017,0.35369098,0.0
acc,927641578586210,-0.3854665,3.0023289,6.9264255,0.0
rotVec,927641578586210,0.16152132,0.06977514,0.18483537,0.966891
linAcc,927641578586210,0.35219178,-0.31369972,-2.2730422,0.0
gyr,927641578586210,0.344528,-0.4654793,0.34697145,0.0
acc,927641580586093,-0.37349546,2.9999347,6.9144545,0.0
gyr,927641580586093,0.3371976,-0.46486846,0.34330627,0.0
acc,927641582585117,-0.35434186,2.9951463,6.88333,0.0
gyr,927641582585117,0.32070425,-0.4654793,0.33841935,0.0
acc,927641584585078,-0.33279404,2.9855695,6.859388,0.0
gyr,927641584585078,0.3005457,-0.46120325,0.32986724,0.0
acc,927641586584492,-0.31603462,2.9951463,6.8402343,0.0
rotVec,927641586584492,0.16309147,0.06830496,0.18755807,0.96620786
linAcc,927641586584492,0.3784268,-0.34679174,-2.3532186,0.0
gyr,927641586584492,0.28099802,-0.4569272,0.32375857,0.0
acc,927641588583750,-0.30406362,3.0190883,6.849811,0.0
gyr,927641588583750,0.2565634,-0.45081854,0.31520647,0.0
acc,927641590583046,-0.28491,3.0454245,6.8426285,0.0
gyr,927641590583046,0.23579398,-0.44104472,0.3115413,0.0
